OTU	Size	Taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Confidence2	Notes	Citation/Source
Otu368	1	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Knufia;unclassified;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu374	1	k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Chionosphaeraceae;g__unclassified_Chionosphaeraceae;s__Chionosphaeraceae_sp;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu380	1	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Dendroclathra;s__Dendroclathra_lignicola;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu383	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Lulworthiales;f__Lulworthiaceae;unclassified;unclassified;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu386	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiales_fam_Incertae_sedis;g__unclassified_Capnodiales_fam_Incertae_sedis;s__Capnodiales_fam_Incertae_sedis_sp;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu389	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Montagnulaceae;g__unclassified_Montagnulaceae;s__Montagnulaceae_sp;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu391	1	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Holtermanniales;f__Holtermanniales_fam_Incertae_sedis;g__Holtermanniella;s__Holtermanniella_takashimae;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu392	1	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Teloschistales;unclassified;unclassified;unclassified;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu396	1	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Leucosporidiella;s__Leucosporidiella_creatinivora;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu408	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiales_fam_Incertae_sedis;g__Rachicladosporium;s__Rachicladosporium_luculiae;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu409	1	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizales_fam_Incertae_sedis;g__Cephaliophora;s__Cephaliophora_tropica;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu416	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__unclassified_Leptosphaeriaceae;s__Leptosphaeriaceae_sp;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu420	1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinales_Group_B;g__unclassified_Sebacinales_Group_B;s__Sebacinales_Group_B_sp;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu423	1	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;unclassified;unclassified;unclassified;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu426	1	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Cystobasidiomycetes_fam_Incertae_sedis;g__Sakaguchia;unclassified;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
Otu438	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetidae_ord_Incertae_sedis;f__Reticulascaceae;g__Reticulascus;s__Reticulascus_tulasneorum;	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unassigned	NULL	
